"p_value","log10FDR","distal_fold_change","proximal_fold_change","gene","Change"
"NM_133646",0.173322568216657,0.761144884407689,-0.0903178205378582,0.0903178205378583,"ZAK","No Change"
"NM_133647",0.0101066558048873,1.99539252450239,-0.183546511126077,0.183546511126077,"SLC12A6","Upregulated in Normoxic"
"NM_134260",0.0653919248180365,1.18447587894632,-0.28605376074343,0.28605376074343,"RORA","No Change"
"NM_134268",0.527325887636316,0.277920907633777,0.0975074739134304,-0.0975074739134304,"CYGB","No Change"
"NM_134424",0.0226627165200062,1.64468803361923,-0.156237090027244,0.156237090027244,"RAD52","Upregulated in Normoxic"
"NM_134425",0.864326829977035,0.0633220056507118,0.0477496892520525,-0.0477496892520525,"SLC26A1","No Change"
"NM_134428",0.295656085168567,0.529213177960552,-0.152641030683342,0.152641030683341,"RFX3","No Change"
"NM_134431",0.0306800421243578,1.51314404842698,-0.932690065040574,0.932690065040574,"SLCO1A2","Upregulated in Normoxic"
"NM_134441",0.652907861509246,0.185148102126843,-0.108699695721735,0.108699695721735,"RLN2","No Change"
"NM_138270",0.498388304269538,0.302432157863334,0.0631938264871942,-0.0631938264871941,"ATRX","No Change"
"NM_138277",0.330557638664038,0.4807528025287,-0.281784364596623,0.281784364596623,"C6orf25","No Change"
"NM_138281",0.715268673421067,0.145530795308276,0.045021514472011,-0.0450215144720108,"DLX4","No Change"
"NM_138284",0.772239032676676,0.112248250824276,-0.0356067483518141,0.0356067483518144,"IL17D","No Change"
"NM_138285",0.542634526176438,0.265492576864747,0.0305419199951509,-0.0305419199951508,"NUP35","No Change"
"NM_138286",0.691107786260935,0.160454214090632,-0.0409531113134941,0.040953111313494,"ZNF681","No Change"
"NM_138287",0.825837174933777,0.083105571321792,-0.0064757180134725,0.00647571801347242,"DTX3L","No Change"
"NM_138288",0.33279883874207,0.477818197792344,-0.070389327891398,0.070389327891398,"SPTSSA","No Change"
"NM_138290",0.66971969722098,0.174106927779392,0.101326309640586,-0.101326309640586,"RUNDC3B","No Change"
"NM_138300",0.128031227290798,0.892684091398599,-0.0354597276801044,0.0354597276801043,"PYGO2","No Change"
"NM_138316",0.0039922133121523,2.39878626151902,-0.539158811108032,0.539158811108032,"PANK1","Upregulated in Normoxic"
"NM_138321",0.200048534588344,0.69886462560229,1.89498850655223,-1.89498850655223,"PCSK6","No Change"
"NM_138322",0.381486339561992,0.418521008846887,0.700439718141092,-0.700439718141092,"PCSK6","No Change"
"NM_138328",0.6377488939397,0.195350285922878,-0.0936350721112302,0.0936350721112302,"RHBDL3","No Change"
"NM_138330",0.0064230053319688,2.19226171746221,-0.189940555442978,0.189940555442979,"ZNF675","Upregulated in Normoxic"
"NM_138333",0.213922477777999,0.669743579794692,-0.132176643700961,0.132176643700961,"FAM122A","No Change"
"NM_138334",0.351148011092796,0.454509787090695,-0.0566601675887229,0.0566601675887229,"JOSD2","No Change"
"NM_138335",0.422482363853294,0.374191415568866,-0.0499354413801525,0.0499354413801525,"GNPDA2","No Change"
"NM_138336",0.462361588747212,0.335018252632597,0.428843298803874,-0.428843298803874,"MYEOV2","No Change"
"NM_138340",0.989438005781203,0.00461141175630424,0.000922734307687896,-0.000922734307687846,"ABHD3","No Change"
"NM_138341",0.441629484431807,0.35494193958461,0.039549338621508,-0.039549338621508,"TMEM116","No Change"
"NM_138342",0.0458058302638094,1.3390792405496,-0.380638372146024,0.380638372146024,"GLB1L2","Upregulated in Normoxic"
"NM_138343",0.251614667063091,0.599264046696926,-0.324572816142926,0.324572816142926,"KLC4","No Change"
"NM_138345",0.0613026517933959,1.21252073862466,-0.482356667305036,0.482356667305036,"VWA5B2","No Change"
"NM_138346",0.0151799371589571,1.81873002630448,-0.166172866581205,0.166172866581205,"KIAA2013","Upregulated in Normoxic"
"NM_138347",0.727252864891011,0.138314559247068,0.0169544291125443,-0.0169544291125444,"ZNF551","No Change"
"NM_138348",0.00101396362189913,2.99397762596114,-0.181761631759902,0.181761631759902,"FAM105B","Upregulated in Normoxic"
"NM_138349",0.655591242869563,0.183366856197979,-0.07203718077288,0.0720371807728801,"TP53I13","No Change"
"NM_138353",0.0911475656513392,1.04025492589335,0.0677590718467259,-0.0677590718467259,"DCAF15","No Change"
"NM_138355",0.198729125476365,0.701738478603772,-0.0833495174977881,0.0833495174977882,"SCRN2","No Change"
"NM_138356",0.95893674778826,0.0182100382855212,0.00980529939144844,-0.00980529939144834,"SHF","No Change"
"NM_138357",0.726238071416087,0.138920987903803,-0.0102859058329051,0.0102859058329052,"MCU","No Change"
"NM_138363",0.369219263643229,0.4327156481778,-0.0497592986205731,0.0497592986205732,"CEP95","No Change"
"NM_138364",0.202345372907449,0.693906722301513,-0.0868814610124136,0.0868814610124137,"PRMT10","No Change"
"NM_138367",0.657964612359598,0.181797463635645,-0.0218799215659458,0.0218799215659458,"ZNF251","No Change"
"NM_138368",0.000444084944677847,3.35253394998364,-0.293234643609493,0.293234643609493,"AP5B1","Upregulated in Normoxic"
"NM_138370",0.856079965085606,0.0674856666623205,0.0341482224118456,-0.0341482224118456,"PKDCC","No Change"
"NM_138371",0.354747948055473,0.450080107923378,-0.097656193660391,0.097656193660391,"FAM113B","No Change"
"NM_138373",0.863519333647778,0.0637279344108848,0.0112980229152019,-0.0112980229152018,"MYADM","No Change"
"NM_138374",0.409358082101798,0.387896630759794,-0.0437267646501339,0.0437267646501337,"ZNF845","No Change"
"NM_138376",0.780604542511674,0.107568925791109,-0.013775378644664,0.0137753786446641,"TTC5","No Change"
"NM_138378",0.255323250290194,0.592909635595394,0.0925951662677373,-0.0925951662677373,"FDXACB1","No Change"
"NM_138381",0.00061259370447644,3.21282747067863,-0.437520309321499,0.437520309321499,"OXNAD1","Upregulated in Normoxic"
"NM_138383",0.618620806058757,0.208575477471292,-0.0192899075773409,0.019289907577341,"MTSS1L","No Change"
"NM_138384",0.040843387213611,1.38887824828982,-0.132103536007345,0.132103536007345,"MTG1","Upregulated in Normoxic"
"NM_138385",0.283097843238852,0.548063439264474,-0.0476864592115055,0.0476864592115054,"TMEM129","No Change"
"NM_138386",0.734135707547487,0.13422365181236,0.023307373492069,-0.023307373492069,"NAF1","No Change"
"NM_138390",0.818733327715731,0.086857530670122,-0.0436985429306844,0.0436985429306842,"TMEM169","No Change"
"NM_138391",0.370714618370498,0.430960288120783,-0.044647780025637,0.044647780025637,"TMEM183A","No Change"
"NM_138392",0.566915453023056,0.246481704816801,0.0236017768023675,-0.0236017768023675,"SHKBP1","No Change"
"NM_138393",0.38115251660683,0.418901208401227,0.0688483782260848,-0.0688483782260847,"REEP6","No Change"
"NM_138396",0.722543610023277,0.141135935393709,0.0253312899566216,-0.0253312899566216,"MARCH9","No Change"
"NM_138400",0.602243228544143,0.22022807438889,-0.0286240085644228,0.0286240085644228,"NOM1","No Change"
"NM_138401",0.362970996988113,0.44012807565601,0.053189128283818,-0.053189128283818,"FAM125A","No Change"
"NM_138402",0.091653899476981,1.03784905295699,0.0803489940163342,-0.0803489940163342,"SP140L","No Change"
"NM_138408",0.369895657683959,0.43192076696783,-0.0268337125246704,0.0268337125246705,"GTF3C6","No Change"
"NM_138409",0.560947997984269,0.251077397630234,-0.107756180355883,0.107756180355883,"MRAP2","No Change"
"NM_138414",0.317837467730876,0.497794908042324,-0.0725262585407721,0.0725262585407722,"CCDC101","No Change"
"NM_138417",0.830146841314762,0.0808450802357749,0.0132841567833904,-0.0132841567833905,"KTI12","No Change"
"NM_138418",0.935994326792904,0.0287267835802743,0.00346705694756457,-0.00346705694756453,"FAM195A","No Change"
"NM_138419",0.135043660280171,0.869525799258577,0.075329085614484,-0.075329085614484,"FAM54A","No Change"
"NM_138420",0.751282824317881,0.124196539802906,0.016161764265665,-0.0161617642656648,"AHNAK2","No Change"
"NM_138422",0.214801173306615,0.667963350722963,-0.142302603107073,0.142302603107073,"ADAT3","No Change"
"NM_138424",0.0780232941429888,1.10777571772685,-0.518759218284377,0.518759218284377,"KIF12","No Change"
"NM_138425",0.118368159814016,0.926765104004378,-0.106989338447547,0.106989338447547,"C12orf57","No Change"
"NM_138426",0.386835774949561,0.412473368754676,-0.0608355573685381,0.0608355573685381,"GLCCI1","No Change"
"NM_138430",0.385334075635011,0.41416258401609,0.0951773611879067,-0.0951773611879067,"ADPRHL1","No Change"
"NM_138431",0.815565515052523,0.088541145987357,0.0124676045128857,-0.0124676045128859,"MFSD3","No Change"
"NM_138432",0.910892908118665,0.0405326791708253,0.00833689139313056,-0.00833689139313046,"SDSL","No Change"
"NM_138434",0.0741854588421006,1.12968121282764,-0.154638755362651,0.154638755362651,"C7orf29","No Change"
"NM_138439",0.394995625569597,0.403407713997603,0.0467942114789409,-0.0467942114789411,"FLYWCH2","No Change"
"NM_138441",0.249524678230484,0.602886495774805,0.131924942836953,-0.131924942836953,"MB21D1","No Change"
"NM_138442",0.0107876130750226,1.96707463900781,0.0717357535989146,-0.0717357535989146,"CCDC124","Upregulated in Hypoxia"
"NM_138444",0.776941500699506,0.109611679886135,0.0343055217459154,-0.0343055217459154,"KCTD12","No Change"
"NM_138445",0.0552412366076979,1.25773660804619,-0.19854567938208,0.19854567938208,"GPR146","No Change"
"NM_138446",0.806856193113778,0.0932038631744432,-0.0135234440997451,0.0135234440997453,"MALSU1","No Change"
"NM_138447",0.911694495471167,0.0401506673279746,-0.00368752548601499,0.00368752548601513,"ZNF689","No Change"
"NM_138448",0.884306247838867,0.0533973065778128,-0.0139661791640027,0.0139661791640027,"ACYP2","No Change"
"NM_138451",0.629627112768335,0.200916578819021,-0.0506089950063539,0.0506089950063538,"IQCD","No Change"
"NM_138455",0.45665561280925,0.340411200017376,0.107158260889333,-0.107158260889333,"CTHRC1","No Change"
"NM_138456",0.335661967735816,0.474097863810602,0.12053987015537,-0.12053987015537,"BATF2","No Change"
"NM_138457",0.00709689975119968,2.14893132944891,-0.589747563286533,0.589747563286533,"FOXP4","Upregulated in Normoxic"
"NM_138458",0.515738340298102,0.287570581680423,-0.0395995152749014,0.0395995152749016,"WDR92","No Change"
"NM_138459",0.359381727369689,0.444444008207163,-0.0611707978620194,0.0611707978620193,"NUS1","No Change"
"NM_138461",0.00204661996166519,2.68896279430611,0.604533732666242,-0.604533732666243,"TM4SF19","Upregulated in Hypoxia"
"NM_138462",0.515832121958316,0.287491616919145,-0.0349252257575577,0.0349252257575579,"ZMYND19","No Change"
"NM_138463",0.456424589457318,0.340630966405535,-0.0258786318256055,0.0258786318256054,"TLCD1","No Change"
"NM_138464",0.454489896315477,0.342475767058535,-0.0649211152518847,0.0649211152518849,"C5orf55","No Change"
"NM_138465",0.875807891389533,0.0575911459542515,-0.00598629506573118,0.00598629506573138,"GLI4","No Change"
"NM_138466",0.911481560617232,0.0402521127502974,-0.0125099882166982,0.0125099882166983,"ZNF837","No Change"
"NM_138468",0.404640669613244,0.392930469313687,-0.20948493755706,0.20948493755706,"ICA1L","No Change"
"NM_138471",0.137530002994434,0.86160254755358,0.129178659099003,-0.129178659099003,"C11orf84","No Change"
"NM_138477",0.732563041787055,0.135154995516984,0.0224702808036949,-0.022470280803695,"CDAN1","No Change"
"NM_138493",0.89777646724514,0.0468317826273097,-0.00760262632403295,0.00760262632403303,"CCDC167","No Change"
"NM_138495",0.551634176053605,0.258348835295848,0.0786989614673151,-0.0786989614673151,"ATXN7L1","No Change"
"NM_138496",0.0780011900130773,1.10789877151246,-0.0774838368057209,0.0774838368057208,"CYHR1","No Change"
"NM_138499",0.584230126760576,0.233416051695704,-0.0322078874868072,0.0322078874868071,"PWWP2B","No Change"
"NM_138501",0.298324441478778,0.525311163786713,-0.0358770363285965,0.0358770363285964,"TECR","No Change"
"NM_138555",0.786744179954957,0.104166461154235,-0.0143196713170667,0.0143196713170668,"KIF23","No Change"
"NM_138559",0.36395459475609,0.438952793485198,0.345260598717986,-0.345260598717986,"BCL11A","No Change"
"NM_138570",0.982226303297702,0.00778843996200863,0.00470043016971633,-0.00470043016971623,"SLC38A10","No Change"
"NM_138571",0.0048377863529464,2.31535331492933,-0.139731268724727,0.139731268724727,"HINT3","Upregulated in Normoxic"
"NM_138572",0.778311449426009,0.10884658077317,0.0137460073688213,-0.0137460073688213,"TAF8","No Change"
"NM_138573",0.450368598319807,0.346431898023174,0.0864687703497893,-0.0864687703497893,"NRG4","No Change"
"NM_138575",0.277697148390507,0.556428579899098,-0.12314588873356,0.12314588873356,"PGAM5","No Change"
"NM_138576",0.137661426890947,0.861187733201195,-0.521962502481758,0.521962502481758,"BCL11B","No Change"
"NM_138578",0.245473124595374,0.609996049279689,-0.0439854817573956,0.0439854817573957,"BCL2L1","No Change"
"NM_138615",0.00250832968195222,2.60061538265677,-0.130134971336596,0.130134971336596,"DHX30","Upregulated in Normoxic"
"NM_138627",0.0543711427604417,1.26463153899869,-0.0863511629726068,0.0863511629726066,"BCL2L11","No Change"
"NM_138632",0.595448447576855,0.22515583267333,-0.0405622577674265,0.0405622577674266,"TRIOBP","No Change"
"NM_138635",0.652163821235312,0.185643297332693,-0.0290369711108092,0.0290369711108093,"H2AFV","No Change"
"NM_138639",0.249838648837909,0.602340377496345,-0.0724488500696921,0.0724488500696921,"BCL2L12","No Change"
"NM_138689",0.127055729488643,0.896005745968219,-0.0785555480398194,0.0785555480398194,"PPP1R14B","No Change"
"NM_138690",0.868582135190591,0.0611891073568594,-0.0406720253107003,0.0406720253107002,"GRIN3B","No Change"
"NM_138701",0.592958472296514,0.226975721279924,-0.0182677121793804,0.0182677121793805,"MPLKIP","No Change"
"NM_138704",0.610665769614685,0.214196423354553,0.0230672815976375,-0.0230672815976375,"NDNL2","No Change"
"NM_138709",0.924497705961712,0.0340941621569509,0.00545079339264786,-0.00545079339264801,"DAB2IP","No Change"
"NM_138711",0.765157793785485,0.116248993730468,-0.0318705152870221,0.0318705152870219,"PPARG","No Change"
"NM_138720",0.16587313809862,0.780223938991312,-0.114682891155746,0.114682891155746,"HIST1H2BD","No Change"
"NM_138729",0.248215037973532,0.605171910544443,-0.250184573357771,0.250184573357771,"ST7L","No Change"
"NM_138736",0.121135635570502,0.916728077707495,-0.266499925253932,0.266499925253932,"GNAO1","No Change"
"NM_138740",0.137226630250798,0.862561601102221,-0.060774673741617,0.0607746737416171,"C1orf43","No Change"
"NM_138761",0.0324959814260416,1.48817034217197,-0.315355440963876,0.315355440963876,"BAX","Upregulated in Normoxic"
"NM_138764",0.00274880770619196,2.56085564031686,-1.13245029602365,1.13245029602365,"BAX","Upregulated in Normoxic"
"NM_138768",0.859837479762669,0.0655836281892985,-0.0312244087352477,0.0312244087352478,"MYEOV","No Change"
"NM_138769",0.798105588399702,0.0979396482158958,0.00768808358895759,-0.00768808358895755,"RHOT2","No Change"
"NM_138770",0.836028861003588,0.0777787297879593,0.0202889225411784,-0.0202889225411785,"CCDC74A","No Change"
"NM_138771",0.662556426537528,0.178777129179324,-0.035547578679097,0.035547578679097,"CCDC126","No Change"
"NM_138773",0.0386244638833788,1.41313753563458,-0.0991471037121721,0.0991471037121722,"SLC25A46","Upregulated in Normoxic"
"NM_138774",0.240352155489526,0.619151978744365,0.0459614560347253,-0.0459614560347254,"R3HDM4","No Change"
"NM_138775",0.63846820992309,0.194860721891075,-0.0274584789641137,0.0274584789641139,"ALKBH8","No Change"
"NM_138777",0.468890556918301,0.328928513517431,-0.031526505553944,0.0315265055539439,"MRRF","No Change"
"NM_138778",0.818429957120387,0.0870184824557598,0.0106934407457552,-0.0106934407457553,"WDR85","No Change"
"NM_138779",0.110313835877555,0.957370013684602,-0.0569975605232883,0.0569975605232882,"TEX30","No Change"
"NM_138783",0.806138436783517,0.0935903711371854,-0.03307009860513,0.0330700986051299,"ZNF653","No Change"
"NM_138785",0.686077562756081,0.163626783458256,0.0117697769395427,-0.0117697769395428,"C6orf72","No Change"
"NM_138787",0.602439298286491,0.220086706010043,0.0318816479233513,-0.0318816479233513,"C11orf74","No Change"
"NM_138788",0.00646559642547999,2.18939140700207,-0.630766190334281,0.630766190334281,"TMEM45B","Upregulated in Normoxic"
"NM_138789",0.927792580670109,0.0325491047499112,0.0161535072145562,-0.0161535072145561,"PIH1D2","No Change"
"NM_138792",0.646579842960958,0.189377838585087,0.0614005446641433,-0.0614005446641434,"LEO1","No Change"
"NM_138793",0.833992307065388,0.0788379553748039,-0.00926156985757058,0.0092615698575706,"CANT1","No Change"
"NM_138794",0.000355877153353073,3.44869989199384,-0.523252928522172,0.523252928522172,"LYPLAL1","Upregulated in Normoxic"
"NM_138795",0.882387611751961,0.0543405977862824,0.00769439179000074,-0.00769439179000076,"ARL8A","No Change"
"NM_138798",0.73387128045751,0.134380107780517,0.0353743301018851,-0.0353743301018852,"MITD1","No Change"
"NM_138799",0.000570467978819377,3.2437687281298,-0.420575682820274,0.420575682820274,"MBOAT2","Upregulated in Normoxic"
"NM_138801",0.458407870022054,0.33874793493724,-0.0544477840223761,0.0544477840223762,"GALM","No Change"
"NM_138802",0.158715597387051,0.799380391920167,-0.078142213273861,0.0781422132738608,"ZFAND2B","No Change"
"NM_138803",0.861046490767139,0.0649733989080911,0.0816502890164173,-0.0816502890164175,"CCDC148","No Change"
"NM_138809",0.0872148678887952,1.05940947273199,-0.382371310358521,0.382371310358522,"CMBL","No Change"
"NM_138811",0.875790098612884,0.0575999691028968,0.0411298759598547,-0.0411298759598547,"C7orf31","No Change"
"NM_138813",0.574680362637632,0.240573642859038,-0.144595143710781,0.144595143710781,"ATP8B3","No Change"
"NM_138820",0.645197283413587,0.190307469864869,0.0192057326703776,-0.0192057326703777,"HIGD2A","No Change"
"NM_138924",0.383466748290151,0.416272289238335,0.184553665588848,-0.184553665588848,"GAMT","No Change"
"NM_138927",0.549154925442055,0.260305116801543,0.0159229141463193,-0.0159229141463194,"SON","No Change"
"NM_138929",0.724668253753348,0.139860763825551,0.0158936464223979,-0.0158936464223981,"DIABLO","No Change"
"NM_138939",0.319770324390602,0.495161842501635,-0.694084223101268,0.694084223101268,"CD200R1","No Change"
"NM_138957",0.49654047007082,0.304045348956787,-0.151309323274965,0.151309323274965,"MAPK1","No Change"
"NM_138959",0.786128916938312,0.104506228357583,-0.0217453804132533,0.0217453804132534,"VANGL1","No Change"
"NM_138961",0.0288213856068505,1.54028514403057,-0.265403996606517,0.265403996606517,"ESAM","Upregulated in Normoxic"
"NM_138962",0.288812747271832,0.539383642308625,-0.0428445442765038,0.0428445442765037,"MSI2","No Change"
"NM_138969",0.254888451678049,0.593649840819918,-0.3302265978561,0.3302265978561,"SDR16C5","No Change"
"NM_138973",0.775594047584452,0.110365532640194,-0.0175200990430182,0.0175200990430183,"BACE1","No Change"
"NM_138980",0.165100931388299,0.782250476733223,-0.367271872149967,0.367271872149967,"MAPK10","No Change"
"NM_138991",0.0789991289721756,1.10237769712302,0.112119225119058,-0.112119225119058,"BACE2","No Change"
"NM_139014",0.352609692190498,0.452705754410491,-0.0432674539041692,0.0432674539041693,"MAPK14","No Change"
"NM_139015",0.000789348961930089,3.10273095783499,-0.23764908741388,0.23764908741388,"SPPL3","Upregulated in Normoxic"
"NM_139019",0.0182067550871905,1.73976744977356,1.30116953472056,-1.30116953472056,"SPANXF1","Upregulated in Hypoxia"
"NM_139021",0.371950013174242,0.429515421573154,0.22366874243949,-0.22366874243949,"MAPK15","No Change"
"NM_139026",0.423945762048293,0.372689701779565,0.130569903833699,-0.130569903833699,"ADAMTS13","No Change"
"NM_139034",0.0712583857673968,1.14716402004636,0.0972972013549151,-0.097297201354915,"MAPK7","No Change"
"NM_139045",0.247037002679115,0.607237990644139,0.0841392508869288,-0.084139250886929,"SMARCA2","No Change"
"NM_139046",0.284274486859938,0.546262115733917,0.058343986230805,-0.0583439862308049,"MAPK8","No Change"
"NM_139047",0.231771455608481,0.634940051698851,0.0987781544781734,-0.0987781544781735,"MAPK8","No Change"
"NM_139048",0.606548789679493,0.217134259535498,-0.0272477002693556,0.0272477002693557,"HLTF","No Change"
"NM_139055",0.630015195368788,0.200648975649227,0.0798383914102749,-0.0798383914102748,"ADAMTS15","No Change"
"NM_139056",0.0635152401439345,1.19712205555388,0.664189191871731,-0.664189191871731,"ADAMTS16","No Change"
"NM_139062",2.10397676807154e-05,4.67695905993372,-0.280552167091823,0.280552167091823,"CSNK1D","Upregulated in Normoxic"
"NM_139069",0.11678071105556,0.932628884740101,-0.116141594609153,0.116141594609153,"MAPK9","No Change"
"NM_139072",0.664781819603529,0.177320866109971,0.0568649886493434,-0.0568649886493436,"DNER","No Change"
"NM_139075",0.657326039685134,0.182219162991863,-0.0430898113038875,0.0430898113038875,"TPCN2","No Change"
"NM_139076",0.567881398203201,0.245742357042929,0.0271563313649479,-0.0271563313649479,"FAM175A","No Change"
"NM_139126",0.273974508446,0.562289843589307,-0.054959287321792,0.0549592873217921,"PPIL4","No Change"
"NM_139155",0.730496543415917,0.136381834731662,0.0712466291194907,-0.0712466291194908,"ADAMTS14","No Change"
"NM_139156",0.356015356751788,0.448531268294772,0.0407178279965165,-0.0407178279965164,"AMPD2","No Change"
"NM_139159",0.662163622006919,0.179034682230321,-0.0136170762543199,0.0136170762543199,"DPP9","No Change"
"NM_139161",0.496958570932868,0.30367981481837,-0.104522894686989,0.104522894686989,"CRB3","No Change"
"NM_139164",0.84458351906201,0.0733573975147823,0.00865446531053825,-0.00865446531053816,"STARD4","No Change"
"NM_139165",0.670804181656929,0.173404238753983,-0.220329954879556,0.220329954879556,"RAET1E","No Change"
"NM_139169",0.228728651462334,0.640679430528288,-0.0619367628605744,0.0619367628605744,"TRUB1","No Change"
"NM_139170",0.3462793885381,0.46057335803347,-0.474895879134582,0.474895879134582,"C16orf71","No Change"
"NM_139172",0.0398287193458565,1.39980365768732,-0.444013210434378,0.444013210434378,"TMEM190","Upregulated in Normoxic"
"NM_139178",0.151231795960651,0.820356890326025,-0.0995356735509144,0.0995356735509144,"ALKBH3","No Change"
"NM_139179",0.841824623214958,0.0747783753687205,0.00878088554220972,-0.00878088554220967,"DAGLB","No Change"
"NM_139201",0.41970678650345,0.377054008350648,-0.0624603040737609,0.0624603040737611,"GIT2","No Change"
"NM_139207",0.180082302907933,0.744528964176947,0.165361476300069,-0.165361476300069,"NAP1L1","No Change"
"NM_139215",0.00497696107623051,2.30303575576882,0.191316017469876,-0.191316017469876,"TAF15","Upregulated in Hypoxia"
"NM_139235",0.119240354544801,0.923576741322553,-0.0716498740973147,0.0716498740973147,"NOL6","No Change"
"NM_139239",0.955606549118768,0.0197208825341357,0.00507642012954416,-0.00507642012954421,"NFKBID","No Change"
"NM_139241",0.077718728865511,1.10947431115008,-0.198819875070359,0.198819875070359,"FGD4","No Change"
"NM_139242",0.0270018943099865,1.56860576697006,0.44859005898987,-0.44859005898987,"MTFMT","Upregulated in Hypoxia"
"NM_139245",0.00393950301728063,2.40455856255675,-0.3043069012949,0.3043069012949,"PPM1L","Upregulated in Normoxic"
"NM_139246",0.903026002906005,0.0442997438658979,0.00571660424778781,-0.00571660424778785,"TSTD2","No Change"
"NM_139248",0.911073845417965,0.0404464206584101,-0.0176592683149168,0.0176592683149167,"LIPH","No Change"
"NM_139265",0.696613173249886,0.1570083171077,-0.014770881432629,0.0147708814326288,"EHD4","No Change"
"NM_139266",0.0222592032300373,1.65249038532886,0.344401956685784,-0.344401956685784,"STAT1","Upregulated in Hypoxia"
"NM_139273",0.413394935966997,0.383634847725808,-0.0300091388111826,0.0300091388111824,"CARS","No Change"
"NM_139280",0.221112509430412,0.655386686535183,0.048144734889756,-0.048144734889756,"ORMDL3","No Change"
"NM_139281",0.36200711806189,0.441282889951341,0.101024240072336,-0.101024240072336,"WDR36","No Change"
"NM_139283",0.233027331212118,0.632593138637116,-0.0503275535584249,0.0503275535584249,"PPTC7","No Change"
"NM_139284",0.0103878958106587,1.98347241494213,-0.918264235795826,0.918264235795826,"LGI4","Upregulated in Normoxic"
"NM_139286",0.880933416517083,0.0550569155743294,-0.0052108562477085,0.00521085624770837,"CDC26","No Change"
"NM_139314",0.375412829694969,0.425490889491659,0.101575497211323,-0.101575497211323,"ANGPTL4","No Change"
"NM_139321",0.0625677328315556,1.20364958158287,-0.0732569397297591,0.073256939729759,"ATRN","No Change"
"NM_139346",0.424314668231944,0.372311954747448,0.0430155810170289,-0.043015581017029,"BIN1","No Change"
"NM_144488",0.236331170467634,0.626478994113197,-0.0783441966394164,0.0783441966394164,"RGS3","No Change"
"NM_144498",0.0518934590046676,1.28488738005526,-0.121804837391947,0.121804837391947,"OSBPL2","No Change"
"NM_144508",0.235968856814768,0.627145311462061,-0.0850578215420818,0.085057821542082,"CASC5","No Change"
"NM_144563",0.102879734391276,0.987670165653836,-0.125843932978195,0.125843932978195,"RPIA","No Change"
"NM_144564",0.0603432464359148,1.21937132871064,-0.149216104610203,0.149216104610203,"SLC39A3","No Change"
"NM_144567",0.877482407510824,0.056761581867906,-0.00730097643765923,0.00730097643765921,"ANGEL2","No Change"
"NM_144569",0.0169349932610779,1.77121497183761,0.433045328770563,-0.433045328770564,"SPOCD1","Upregulated in Hypoxia"
"NM_144570",0.00323841925306853,2.48966692719862,-0.131564527743552,0.131564527743552,"HN1L","Upregulated in Normoxic"
"NM_144571",0.0604980340505912,1.21825873798972,-0.183843503112835,0.183843503112835,"CNOT6L","No Change"
"NM_144572",0.192318486768091,0.715978966851092,-0.0534026232743397,0.0534026232743397,"TBC1D2B","No Change"
"NM_144573",0.0132652791444553,1.8772836066224,0.422712314635536,-0.422712314635536,"NEXN","Upregulated in Hypoxia"
"NM_144574",0.69420862754444,0.158509993269534,-0.0189019997746905,0.0189019997746904,"WDR20","No Change"
"NM_144576",0.693123180172633,0.159189576765767,-0.0278647112448408,0.0278647112448407,"COQ10A","No Change"
"NM_144577",0.988872065196168,0.00485989138897293,-0.00152908868674477,0.00152908868674478,"CCDC114","No Change"
"NM_144578",0.416376614756638,0.380513670053303,-0.0912752299982822,0.0912752299982822,"MAPK1IP1L","No Change"
"NM_144579",0.268238325518123,0.571479170660764,-0.0681936534778375,0.0681936534778375,"SFXN5","No Change"
"NM_144581",0.564380803141864,0.248427766766283,0.05722486869295,-0.05722486869295,"C14orf149","No Change"
"NM_144582",0.216853186500425,0.663834191825647,-0.0471712040290269,0.047171204029027,"TEX261","No Change"
"NM_144583",0.130123899101079,0.885642931766511,-0.347679089278227,0.347679089278227,"ATP6V1C2","No Change"
"NM_144584",0.274391062842796,0.56163003808652,-0.115763421818891,0.115763421818891,"HENMT1","No Change"
"NM_144589",0.013437174812969,1.8716920327788,-0.202803902294542,0.202803902294542,"COMTD1","Upregulated in Normoxic"
"NM_144590",0.228408008975011,0.641288671911869,-0.311189147318536,0.311189147318536,"ANKRD22","No Change"
"NM_144591",0.00082525766521268,3.08341043313626,-0.247175522266336,0.247175522266336,"C10orf32","Upregulated in Normoxic"
"NM_144593",0.475235999219347,0.32309066888934,-0.0859512651167642,0.0859512651167641,"RHEBL1","No Change"
"NM_144597",0.0646687872252907,1.18930528357589,0.221772129657574,-0.221772129657574,"C15orf40","No Change"
"NM_144598",0.0645306610024335,1.19023388629162,-0.0976305664780953,0.0976305664780953,"LRRC28","No Change"
"NM_144600",0.000332270877197041,3.4785077219981,-0.112790370360557,0.112790370360557,"FOPNL","Upregulated in Normoxic"
"NM_144603",0.456794797946685,0.34027885055011,0.123070562011658,-0.123070562011658,"NOXO1","No Change"
"NM_144604",0.11860652773433,0.925891408096684,0.0945342884983097,-0.0945342884983095,"ZC3H18","No Change"
"NM_144606",0.508711788178257,0.293528198516764,0.0891622198748185,-0.0891622198748185,"FLCN","No Change"
"NM_144607",0.900963748614571,0.0452926830424508,0.00501201107371107,-0.005012011073711,"CYB5D1","No Change"
"NM_144608",0.246663088145751,0.607895835569067,-0.0617460966020785,0.0617460966020786,"HEXIM2","No Change"
